,loss,iou,dice_coef,val_loss,val_iou,val_dice_coef
767,0.1761459857225418,0.7412248253822327,0.8307263851165771,0.12343496084213257,0.7810688614845276,0.8765650391578674
768,0.1735379695892334,0.7229839563369751,0.8257856965065002,0.17863863706588745,0.6981935501098633,0.8213613629341125
769,0.15629640221595764,0.7496531009674072,0.8463841080665588,0.1695294976234436,0.7110490798950195,0.8304705023765564
770,0.16831548511981964,0.7185878157615662,0.8216981887817383,0.15419334173202515,0.73384028673172,0.8458066582679749
771,0.17551912367343903,0.7407271862030029,0.8343012928962708,0.13796758651733398,0.7583605647087097,0.862032413482666
772,0.1828041970729828,0.7211538553237915,0.8177548050880432,0.16722244024276733,0.7149629592895508,0.8327775597572327
773,0.15727457404136658,0.7525914311408997,0.8434147238731384,0.19183504581451416,0.6796999573707581,0.8081649541854858
774,0.15935175120830536,0.7386946678161621,0.839729905128479,0.1554412841796875,0.7325021028518677,0.8445587158203125
775,0.1665099561214447,0.7386528849601746,0.8382940292358398,0.2077033519744873,0.6577759981155396,0.7922966480255127
776,0.15314632654190063,0.7274349331855774,0.8225358724594116,0.16980010271072388,0.7111988663673401,0.8301998972892761
777,0.16751031577587128,0.7341383695602417,0.8346430063247681,0.1250564455986023,0.7784419655799866,0.8749435544013977
778,0.17337940633296967,0.7261182069778442,0.8243691325187683,0.1817801594734192,0.6935806274414062,0.8182198405265808
779,0.1574728935956955,0.7354730367660522,0.8362345099449158,0.1923685073852539,0.67865389585495,0.8076314926147461
780,0.17926131188869476,0.7073354125022888,0.8165463209152222,0.16923034191131592,0.7125197052955627,0.8307696580886841
781,0.17217648029327393,0.7367462515830994,0.8301251530647278,0.14458471536636353,0.7486059665679932,0.8554152846336365
782,0.16797679662704468,0.7343747019767761,0.8320232629776001,0.1526796817779541,0.7362655997276306,0.8473203182220459
783,0.12414156645536423,0.7831423282623291,0.8762319087982178,0.25090116262435913,0.6013416051864624,0.7490988373756409
784,0.16562670469284058,0.747127115726471,0.8386590480804443,0.17577695846557617,0.702538251876831,0.8242230415344238
785,0.16336704790592194,0.7465503811836243,0.8385648131370544,0.19573181867599487,0.6743735671043396,0.8042681813240051
786,0.13870950043201447,0.7788441777229309,0.8692477941513062,0.17023688554763794,0.7103949785232544,0.8297631144523621
